t,score,threshold_raw,threshold_alert,alert,label,mean_psi,drift_active,finetuned,stream_ordering
1074,-0.42764562368392944,-0.23292972445487958,-0.23292972445487958,0,0,,1,0,timestamp
1075,-0.152909055352211,-0.23292972445487958,-0.23292972445487958,1,0,,1,0,timestamp
1076,-0.14797747135162354,-0.23292972445487958,-0.23292972445487958,1,0,,1,0,timestamp
1077,-0.15424057841300964,-0.23292972445487958,-0.23292972445487958,1,0,,1,0,timestamp
1078,-0.14013437926769257,-0.23292972445487958,-0.23292972445487958,1,0,,1,0,timestamp
1079,-0.9834487438201904,-0.22602781653404236,-0.22602781653404236,0,0,,1,0,timestamp
1080,-0.31947198510169983,-0.22602781653404236,-0.22602781653404236,0,0,,1,0,timestamp
1081,-0.3373408317565918,-0.22602781653404236,-0.22602781653404236,0,0,,1,0,timestamp
1082,-0.7732009887695312,-0.22602781653404236,-0.22602781653404236,0,0,,1,0,timestamp
1083,-0.7567646503448486,-0.22602781653404236,-0.22602781653404236,0,0,,1,0,timestamp
1084,-0.7915034294128418,-0.22602781653404236,-0.22602781653404236,0,0,,1,0,timestamp
1085,-0.8082751035690308,-0.22602781653404236,-0.22602781653404236,0,0,,1,0,timestamp
1086,-0.29998236894607544,-0.22602781653404236,-0.22602781653404236,0,0,,1,0,timestamp
1087,-0.20099906623363495,-0.22602781653404236,-0.22602781653404236,1,0,,1,0,timestamp
1088,-0.2101946920156479,-0.22602781653404236,-0.22602781653404236,1,0,,1,0,timestamp
1089,-0.2033817172050476,-0.22602781653404236,-0.22602781653404236,1,0,,1,0,timestamp
1090,-0.20598039031028748,-0.22602781653404236,-0.22602781653404236,1,0,,1,0,timestamp
1091,-0.2308443933725357,-0.22602781653404236,-0.22602781653404236,0,0,,1,0,timestamp
1092,-0.18613268435001373,-0.22602781653404236,-0.22602781653404236,1,0,,1,0,timestamp
1093,-0.2200835794210434,-0.22602781653404236,-0.22602781653404236,1,0,,1,0,timestamp
1094,-0.27933087944984436,-0.22602781653404236,-0.22602781653404236,0,0,,1,0,timestamp
1095,-0.27045801281929016,-0.22602781653404236,-0.22602781653404236,0,0,,1,0,timestamp
1096,-0.31454354524612427,-0.22602781653404236,-0.22602781653404236,0,0,,1,0,timestamp
1097,-0.35980671644210815,-0.22602781653404236,-0.22602781653404236,0,0,,1,0,timestamp
1098,-0.3675225079059601,-0.22602781653404236,-0.22602781653404236,0,0,,1,0,timestamp
1099,-0.3431307077407837,-0.22351302504539483,-0.22351302504539483,0,0,1.3191742897033691,1,0,timestamp
1100,-0.3906107246875763,-0.22351302504539483,-0.22351302504539483,0,0,,1,0,timestamp
1101,-0.3594314157962799,-0.22351302504539483,-0.22351302504539483,0,0,,1,0,timestamp
1102,-0.3535405397415161,-0.22351302504539483,-0.22351302504539483,0,0,,1,0,timestamp
1103,-0.37868770956993103,-0.22351302504539483,-0.22351302504539483,0,0,,1,0,timestamp
1104,-0.16168218851089478,-0.22351302504539483,-0.22351302504539483,1,0,,1,0,timestamp
1105,-0.14707738161087036,-0.22351302504539483,-0.22351302504539483,1,0,,1,0,timestamp
1106,-0.16775034368038177,-0.22351302504539483,-0.22351302504539483,1,0,,1,0,timestamp
1107,-0.15394245088100433,-0.22351302504539483,-0.22351302504539483,1,0,,1,0,timestamp
1108,-0.15682350099086761,-0.22351302504539483,-0.22351302504539483,1,0,,1,0,timestamp
1109,-1.0415698289871216,-0.22351302504539483,-0.22351302504539483,0,0,,1,0,timestamp
1110,-1.0596003532409668,-0.22351302504539483,-0.22351302504539483,0,0,,1,0,timestamp
1111,-0.18146847188472748,-0.22351302504539483,-0.22351302504539483,1,0,,1,0,timestamp
1112,-0.19921815395355225,-0.22351302504539483,-0.22351302504539483,1,0,,1,0,timestamp
1113,-0.257609099149704,-0.22351302504539483,-0.22351302504539483,0,0,,1,0,timestamp
1114,-0.24561935663223267,-0.22351302504539483,-0.22351302504539483,0,0,,1,0,timestamp
1115,-0.4115072190761566,-0.22351302504539483,-0.22351302504539483,0,0,,1,0,timestamp
1116,-0.19379949569702148,-0.22351302504539483,-0.22351302504539483,1,0,,1,0,timestamp
1117,-0.39947509765625,-0.22351302504539483,-0.22351302504539483,0,0,,1,0,timestamp
1118,-0.39114049077033997,-0.22351302504539483,-0.22351302504539483,0,0,,1,0,timestamp
1119,-0.44959214329719543,-0.2202081173658371,-0.2202081173658371,0,0,,1,0,timestamp
1120,-0.39845895767211914,-0.2202081173658371,-0.2202081173658371,0,0,,1,0,timestamp
1121,-0.2554052472114563,-0.2202081173658371,-0.2202081173658371,0,0,,1,0,timestamp
1122,-0.253772497177124,-0.2202081173658371,-0.2202081173658371,0,0,,1,0,timestamp
1123,-0.4387652277946472,-0.2202081173658371,-0.2202081173658371,0,0,,1,0,timestamp
1124,-0.9331652522087097,-0.2202081173658371,-0.2202081173658371,0,0,,1,0,timestamp
1125,-0.5129706263542175,-0.2202081173658371,-0.2202081173658371,0,0,,1,0,timestamp
1126,-0.5205525755882263,-0.2202081173658371,-0.2202081173658371,0,0,,1,0,timestamp
1127,-0.552450954914093,-0.2202081173658371,-0.2202081173658371,0,0,,1,0,timestamp
1128,-0.540192186832428,-0.2202081173658371,-0.2202081173658371,0,0,,1,0,timestamp
1129,-0.5222548246383667,-0.2202081173658371,-0.2202081173658371,0,0,,1,0,timestamp
1130,-0.240439772605896,-0.2202081173658371,-0.2202081173658371,0,0,,1,0,timestamp
1131,-0.23740454018115997,-0.2202081173658371,-0.2202081173658371,0,0,,1,0,timestamp
1132,-0.6655399799346924,-0.2202081173658371,-0.2202081173658371,0,0,,1,0,timestamp
1133,-0.63149094581604,-0.2202081173658371,-0.2202081173658371,0,0,,1,0,timestamp
1134,-0.6579786539077759,-0.2202081173658371,-0.2202081173658371,0,0,,1,0,timestamp
1135,-0.6458904147148132,-0.2202081173658371,-0.2202081173658371,0,0,,1,0,timestamp
1136,-0.19270208477973938,-0.2202081173658371,-0.2202081173658371,1,0,,1,0,timestamp
1137,-0.30166932940483093,-0.2202081173658371,-0.2202081173658371,0,0,,1,0,timestamp
1138,-0.3002829849720001,-0.2202081173658371,-0.2202081173658371,0,0,,1,0,timestamp
1139,-0.30152520537376404,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1140,-0.40487635135650635,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1141,-0.35919177532196045,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1142,-0.3943730294704437,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1143,-0.3113795518875122,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1144,-0.31557080149650574,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1145,-0.3687754273414612,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1146,-0.36462628841400146,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1147,-0.370415598154068,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1148,-0.12916141748428345,-0.22101047635078425,-0.22101047635078425,1,0,,1,0,timestamp
1149,-0.13751588761806488,-0.22101047635078425,-0.22101047635078425,1,0,,1,0,timestamp
1150,-0.1500697284936905,-0.22101047635078425,-0.22101047635078425,1,0,,1,0,timestamp
1151,-0.8560102581977844,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1152,-0.9009951949119568,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1153,-0.8894702792167664,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1154,-0.8643481731414795,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1155,-0.24881336092948914,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1156,-0.19541463255882263,-0.22101047635078425,-0.22101047635078425,1,0,,1,0,timestamp
1157,-0.20212514698505402,-0.22101047635078425,-0.22101047635078425,1,0,,1,0,timestamp
1158,-0.2251019924879074,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1159,-0.2939133644104004,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1160,-0.32102686166763306,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1161,-0.35643666982650757,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1162,-0.33355051279067993,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1163,-0.32525891065597534,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1164,-0.3207820951938629,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1165,-0.0664784163236618,-0.22101047635078425,-0.22101047635078425,1,0,,1,0,timestamp
1166,-0.0605878122150898,-0.22101047635078425,-0.22101047635078425,1,0,,1,0,timestamp
1167,-0.5563127994537354,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1168,-0.5531237125396729,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1169,-0.17307940125465393,-0.22101047635078425,-0.22101047635078425,1,0,,1,0,timestamp
1170,-0.2180834859609604,-0.22101047635078425,-0.22101047635078425,1,0,,1,0,timestamp
1171,-0.40648651123046875,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1172,-0.3997066617012024,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1173,-0.393671452999115,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1174,-0.186787948012352,-0.22101047635078425,-0.22101047635078425,1,0,,1,0,timestamp
1175,-0.26013121008872986,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1176,-0.2541106045246124,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1177,-0.25344526767730713,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1178,-0.24355989694595337,-0.22101047635078425,-0.22101047635078425,0,0,,1,0,timestamp
1179,-1.1712111234664917,-0.21798427700996398,-0.21798427700996398,0,0,,1,0,timestamp
1180,-1.1135175228118896,-0.21798427700996398,-0.21798427700996398,0,0,,1,0,timestamp
1181,-1.1285431385040283,-0.21798427700996398,-0.21798427700996398,0,0,,1,0,timestamp
1182,-0.16544753313064575,-0.21798427700996398,-0.21798427700996398,1,0,,1,0,timestamp
1183,-0.1930435746908188,-0.21798427700996398,-0.21798427700996398,1,0,,1,0,timestamp
1184,-0.18704098463058472,-0.21798427700996398,-0.21798427700996398,1,0,,1,0,timestamp
1185,-0.37502938508987427,-0.21798427700996398,-0.21798427700996398,0,0,,1,0,timestamp
1186,-0.35333704948425293,-0.21798427700996398,-0.21798427700996398,0,0,,1,0,timestamp
1187,-0.5725290775299072,-0.21798427700996398,-0.21798427700996398,0,0,,1,0,timestamp
1188,-0.17671337723731995,-0.21798427700996398,-0.21798427700996398,1,0,,1,0,timestamp
1189,-0.1776878833770752,-0.21798427700996398,-0.21798427700996398,1,0,,1,0,timestamp
1190,-0.172946497797966,-0.21798427700996398,-0.21798427700996398,1,0,,1,0,timestamp
1191,-0.271221399307251,-0.21798427700996398,-0.21798427700996398,0,0,,1,0,timestamp
1192,-0.25995147228240967,-0.21798427700996398,-0.21798427700996398,0,0,,1,0,timestamp
1193,-0.2611556947231293,-0.21798427700996398,-0.21798427700996398,0,0,,1,0,timestamp
1194,-0.25547993183135986,-0.21798427700996398,-0.21798427700996398,0,0,,1,0,timestamp
1195,-0.25805994868278503,-0.21798427700996398,-0.21798427700996398,0,0,,1,0,timestamp
1196,-0.3846874535083771,-0.21798427700996398,-0.21798427700996398,0,0,,1,0,timestamp
1197,-0.389596164226532,-0.21798427700996398,-0.21798427700996398,0,0,,1,0,timestamp
1198,-0.13823379576206207,-0.21798427700996398,-0.21798427700996398,1,0,,1,0,timestamp
1199,-0.1913110911846161,-0.21077830195426941,-0.21077830195426941,1,0,1.3009170293807983,1,0,timestamp
1200,-0.3960185647010803,-0.21077830195426941,-0.21077830195426941,0,0,,1,0,timestamp
1201,-0.40591806173324585,-0.21077830195426941,-0.21077830195426941,0,0,,1,0,timestamp
1202,-0.544902503490448,-0.21077830195426941,-0.21077830195426941,0,0,,1,0,timestamp
1203,-0.540482759475708,-0.21077830195426941,-0.21077830195426941,0,0,,1,0,timestamp
1204,-0.5329954624176025,-0.21077830195426941,-0.21077830195426941,0,0,,1,0,timestamp
1205,-0.5258338451385498,-0.21077830195426941,-0.21077830195426941,0,0,,1,0,timestamp
1206,-0.6298767924308777,-0.21077830195426941,-0.21077830195426941,0,0,,1,0,timestamp
1207,-0.6145244836807251,-0.21077830195426941,-0.21077830195426941,0,0,,1,0,timestamp
1208,-0.6310300230979919,-0.21077830195426941,-0.21077830195426941,0,0,,1,0,timestamp
1209,-0.6631790399551392,-0.21077830195426941,-0.21077830195426941,0,0,,1,0,timestamp
1210,-0.3917977213859558,-0.21077830195426941,-0.21077830195426941,0,0,,1,0,timestamp
1211,-0.20220963656902313,-0.21077830195426941,-0.21077830195426941,1,0,,1,0,timestamp
1212,-0.25958165526390076,-0.21077830195426941,-0.21077830195426941,0,0,,1,0,timestamp
1213,-0.4270918369293213,-0.21077830195426941,-0.21077830195426941,0,0,,1,0,timestamp
1214,-0.403481125831604,-0.21077830195426941,-0.21077830195426941,0,0,,1,0,timestamp
1215,-0.5420939326286316,-0.21077830195426941,-0.21077830195426941,0,0,,1,0,timestamp
1216,-0.5218252539634705,-0.21077830195426941,-0.21077830195426941,0,0,,1,0,timestamp
1217,-0.757989764213562,-0.21077830195426941,-0.21077830195426941,0,0,,1,0,timestamp
1218,-0.7723554372787476,-0.21077830195426941,-0.21077830195426941,0,0,,1,0,timestamp
1219,-0.6949798464775085,-0.21134608089923856,-0.21134608089923856,0,0,,1,0,timestamp
1220,-0.21024756133556366,-0.21134608089923856,-0.21134608089923856,1,0,,1,0,timestamp
1221,-0.1806889772415161,-0.21134608089923856,-0.21134608089923856,1,0,,1,0,timestamp
1222,-0.1868118941783905,-0.21134608089923856,-0.21134608089923856,1,0,,1,0,timestamp
1223,-0.06467871367931366,-0.21134608089923856,-0.21134608089923856,1,0,,1,0,timestamp
1224,-0.07692237198352814,-0.21134608089923856,-0.21134608089923856,1,0,,1,0,timestamp
1225,-0.16620677709579468,-0.21134608089923856,-0.21134608089923856,1,0,,1,0,timestamp
1226,-0.18502271175384521,-0.21134608089923856,-0.21134608089923856,1,0,,1,0,timestamp
1227,-0.19338378310203552,-0.21134608089923856,-0.21134608089923856,1,0,,1,0,timestamp
1228,-0.17914271354675293,-0.21134608089923856,-0.21134608089923856,1,0,,1,0,timestamp
1229,-0.3772621750831604,-0.21134608089923856,-0.21134608089923856,0,0,,1,0,timestamp
1230,-0.31613689661026,-0.21134608089923856,-0.21134608089923856,0,0,,1,0,timestamp
1231,-0.325077623128891,-0.21134608089923856,-0.21134608089923856,0,0,,1,0,timestamp
1232,-0.32503846287727356,-0.21134608089923856,-0.21134608089923856,0,0,,1,0,timestamp
1233,-0.290998637676239,-0.21134608089923856,-0.21134608089923856,0,0,,1,0,timestamp
1234,-0.32130417227745056,-0.21134608089923856,-0.21134608089923856,0,0,,1,0,timestamp
1235,-0.295955628156662,-0.21134608089923856,-0.21134608089923856,0,0,,1,0,timestamp
1236,-0.2423783540725708,-0.21134608089923856,-0.21134608089923856,0,0,,1,0,timestamp
1237,-0.4849901795387268,-0.21134608089923856,-0.21134608089923856,0,0,,1,0,timestamp
1238,-1.7498457431793213,-0.21134608089923856,-0.21134608089923856,0,0,,1,0,timestamp
1239,-0.23139892518520355,-0.2091731756925582,-0.2091731756925582,0,0,,1,0,timestamp
1240,-1.0536000728607178,-0.2091731756925582,-0.2091731756925582,0,0,,1,0,timestamp
1241,-0.9980363249778748,-0.2091731756925582,-0.2091731756925582,0,0,,1,0,timestamp
1242,-0.9942689538002014,-0.2091731756925582,-0.2091731756925582,0,0,,1,0,timestamp
1243,-0.24149297177791595,-0.2091731756925582,-0.2091731756925582,0,0,,1,0,timestamp
1244,-0.2576523721218109,-0.2091731756925582,-0.2091731756925582,0,0,,1,0,timestamp
1245,-0.26343756914138794,-0.2091731756925582,-0.2091731756925582,0,0,,1,0,timestamp
1246,-0.7696908712387085,-0.2091731756925582,-0.2091731756925582,0,0,,1,0,timestamp
1247,-0.7658061385154724,-0.2091731756925582,-0.2091731756925582,0,0,,1,0,timestamp
1248,-0.7973670363426208,-0.2091731756925582,-0.2091731756925582,0,0,,1,0,timestamp
1249,-0.4421028196811676,-0.2091731756925582,-0.2091731756925582,0,0,,1,0,timestamp
1250,-0.43130815029144287,-0.2091731756925582,-0.2091731756925582,0,0,,1,0,timestamp
1251,-0.07156992703676224,-0.2091731756925582,-0.2091731756925582,1,0,,1,0,timestamp
1252,-0.07558828592300415,-0.2091731756925582,-0.2091731756925582,1,0,,1,0,timestamp
1253,-0.41482117772102356,-0.2091731756925582,-0.2091731756925582,0,0,,1,0,timestamp
1254,-0.6979479193687439,-0.2091731756925582,-0.2091731756925582,0,0,,1,0,timestamp
1255,-0.6916629076004028,-0.2091731756925582,-0.2091731756925582,0,0,,1,0,timestamp
1256,-0.6836433410644531,-0.2091731756925582,-0.2091731756925582,0,0,,1,0,timestamp
1257,-0.45832234621047974,-0.2091731756925582,-0.2091731756925582,0,0,,1,0,timestamp
1258,-0.3891822397708893,-0.2091731756925582,-0.2091731756925582,0,0,,1,0,timestamp
1259,-0.3842358887195587,-0.21006586849689482,-0.21006586849689482,0,0,,1,0,timestamp
1260,-0.3867235481739044,-0.21006586849689482,-0.21006586849689482,0,0,,1,0,timestamp
1261,-0.4051673710346222,-0.21006586849689482,-0.21006586849689482,0,0,,1,0,timestamp
1262,-0.29880931973457336,-0.21006586849689482,-0.21006586849689482,0,0,,1,0,timestamp
1263,-0.2872301936149597,-0.21006586849689482,-0.21006586849689482,0,0,,1,0,timestamp
1264,-0.3237520158290863,-0.21006586849689482,-0.21006586849689482,0,0,,1,0,timestamp
1265,-0.3342154026031494,-0.21006586849689482,-0.21006586849689482,0,0,,1,0,timestamp
1266,-0.21895383298397064,-0.21006586849689482,-0.21006586849689482,0,0,,1,0,timestamp
1267,-0.48253729939460754,-0.21006586849689482,-0.21006586849689482,0,0,,1,0,timestamp
1268,-0.5193210244178772,-0.21006586849689482,-0.21006586849689482,0,0,,1,0,timestamp
1269,-0.5086056590080261,-0.21006586849689482,-0.21006586849689482,0,0,,1,0,timestamp
1270,-0.48278510570526123,-0.21006586849689482,-0.21006586849689482,0,0,,1,0,timestamp
1271,-0.15798935294151306,-0.21006586849689482,-0.21006586849689482,1,0,,1,0,timestamp
1272,-0.22639526426792145,-0.21006586849689482,-0.21006586849689482,0,0,,1,0,timestamp
1273,-0.2572121322154999,-0.21006586849689482,-0.21006586849689482,0,0,,1,0,timestamp
1274,-0.050748616456985474,-0.21006586849689482,-0.21006586849689482,1,0,,1,0,timestamp
1275,-0.07321073114871979,-0.21006586849689482,-0.21006586849689482,1,0,,1,0,timestamp
1276,-0.1503317654132843,-0.21006586849689482,-0.21006586849689482,1,0,,1,0,timestamp
1277,-1.3374003171920776,-0.21006586849689482,-0.21006586849689482,0,0,,1,0,timestamp
1278,-0.5354059338569641,-0.21006586849689482,-0.21006586849689482,0,0,,1,0,timestamp
1279,-0.3613923192024231,-0.20314730107784265,-0.20314730107784265,0,0,,1,0,timestamp
1280,-0.4096677601337433,-0.20314730107784265,-0.20314730107784265,0,0,,1,0,timestamp
1281,-0.3979763686656952,-0.20314730107784265,-0.20314730107784265,0,0,,1,0,timestamp
1282,-0.19119839370250702,-0.20314730107784265,-0.20314730107784265,1,0,,1,0,timestamp
1283,-0.17906107008457184,-0.20314730107784265,-0.20314730107784265,1,0,,1,0,timestamp
1284,-0.794207751750946,-0.20314730107784265,-0.20314730107784265,0,0,,1,0,timestamp
1285,-0.7887355089187622,-0.20314730107784265,-0.20314730107784265,0,0,,1,0,timestamp
1286,-0.3362058401107788,-0.20314730107784265,-0.20314730107784265,0,0,,1,0,timestamp
1287,-0.47284287214279175,-0.20314730107784265,-0.20314730107784265,0,0,,1,0,timestamp
1288,-0.3790292739868164,-0.20314730107784265,-0.20314730107784265,0,0,,1,0,timestamp
1289,-0.26933249831199646,-0.20314730107784265,-0.20314730107784265,0,0,,1,0,timestamp
1290,-1.0754432678222656,-0.20314730107784265,-0.20314730107784265,0,0,,1,0,timestamp
1291,-0.09503406286239624,-0.20314730107784265,-0.20314730107784265,1,0,,1,0,timestamp
1292,-0.19474780559539795,-0.20314730107784265,-0.20314730107784265,1,0,,1,0,timestamp
1293,-0.09459907561540604,-0.20314730107784265,-0.20314730107784265,1,0,,1,0,timestamp
1294,-0.18562960624694824,-0.20314730107784265,-0.20314730107784265,1,0,,1,0,timestamp
1295,-0.19212757050991058,-0.20314730107784265,-0.20314730107784265,1,0,,1,0,timestamp
1296,-0.20568177103996277,-0.20314730107784265,-0.20314730107784265,0,0,,1,0,timestamp
1297,-0.3605995178222656,-0.20314730107784265,-0.20314730107784265,0,0,,1,0,timestamp
1298,-0.36750471591949463,-0.20314730107784265,-0.20314730107784265,0,0,,1,0,timestamp
1299,-0.36127540469169617,-0.19847683608531935,-0.19847683608531935,0,0,0.7612711191177368,1,0,timestamp
1300,-0.19666153192520142,-0.19847683608531935,-0.19847683608531935,1,0,,1,0,timestamp
1301,-0.20707544684410095,-0.19847683608531935,-0.19847683608531935,0,0,,1,0,timestamp
1302,-0.3232414424419403,-0.19847683608531935,-0.19847683608531935,0,0,,1,0,timestamp
1303,-0.1970338523387909,-0.19847683608531935,-0.19847683608531935,1,0,,1,0,timestamp
1304,-0.061306849122047424,-0.19847683608531935,-0.19847683608531935,1,0,,1,0,timestamp
1305,-0.06708653271198273,-0.19847683608531935,-0.19847683608531935,1,0,,1,0,timestamp
1306,-0.18036878108978271,-0.19847683608531935,-0.19847683608531935,1,0,,1,0,timestamp
1307,-0.08403852581977844,-0.19847683608531935,-0.19847683608531935,1,0,,1,0,timestamp
1308,-0.3423578143119812,-0.19847683608531935,-0.19847683608531935,0,0,,1,0,timestamp
1309,-0.6128608584403992,-0.19847683608531935,-0.19847683608531935,0,0,,1,0,timestamp
1310,-0.1578224003314972,-0.19847683608531935,-0.19847683608531935,1,0,,1,0,timestamp
1311,-0.16745108366012573,-0.19847683608531935,-0.19847683608531935,1,0,,1,0,timestamp
1312,-0.3756142556667328,-0.19847683608531935,-0.19847683608531935,0,0,,1,0,timestamp
1313,-0.17014868557453156,-0.19847683608531935,-0.19847683608531935,1,0,,1,0,timestamp
1314,-0.3675428628921509,-0.19847683608531935,-0.19847683608531935,0,0,,1,0,timestamp
1315,-0.18894237279891968,-0.19847683608531935,-0.19847683608531935,1,0,,1,0,timestamp
1316,-0.7864903211593628,-0.19847683608531935,-0.19847683608531935,0,0,,1,0,timestamp
1317,-0.1908639371395111,-0.19847683608531935,-0.19847683608531935,1,0,,1,0,timestamp
1318,-0.7741715908050537,-0.19847683608531935,-0.19847683608531935,0,0,,1,0,timestamp
1319,-0.22591394186019897,-0.1929752767086029,-0.1929752767086029,0,0,,1,0,timestamp
1320,-0.9165531396865845,-0.1929752767086029,-0.1929752767086029,0,0,,1,0,timestamp
1321,-0.1826499104499817,-0.1929752767086029,-0.1929752767086029,1,0,,1,0,timestamp
1322,-0.8814494013786316,-0.1929752767086029,-0.1929752767086029,0,0,,1,0,timestamp
1323,-0.9066372513771057,-0.1929752767086029,-0.1929752767086029,0,0,,1,0,timestamp
1324,-0.18249477446079254,-0.1929752767086029,-0.1929752767086029,1,0,,1,0,timestamp
1325,-0.45646145939826965,-0.1929752767086029,-0.1929752767086029,0,0,,1,0,timestamp
1326,-0.5055298805236816,-0.1929752767086029,-0.1929752767086029,0,0,,1,0,timestamp
1327,-0.44932156801223755,-0.1929752767086029,-0.1929752767086029,0,0,,1,0,timestamp
1328,-0.4488835334777832,-0.1929752767086029,-0.1929752767086029,0,0,,1,0,timestamp
1329,-0.4073525071144104,-0.1929752767086029,-0.1929752767086029,0,0,,1,0,timestamp
1330,-0.3592509329319,-0.1929752767086029,-0.1929752767086029,0,0,,1,0,timestamp
1331,-0.4197808504104614,-0.1929752767086029,-0.1929752767086029,0,0,,1,0,timestamp
1332,-0.3359430432319641,-0.1929752767086029,-0.1929752767086029,0,0,,1,0,timestamp
1333,-0.23266738653182983,-0.1929752767086029,-0.1929752767086029,0,0,,1,0,timestamp
1334,-0.42779839038848877,-0.1929752767086029,-0.1929752767086029,0,0,,1,0,timestamp
1335,-0.41579270362854004,-0.1929752767086029,-0.1929752767086029,0,0,,1,0,timestamp
1336,-0.20231258869171143,-0.1929752767086029,-0.1929752767086029,0,0,,1,0,timestamp
1337,-0.21021464467048645,-0.1929752767086029,-0.1929752767086029,0,0,,1,0,timestamp
1338,-0.27400290966033936,-0.1929752767086029,-0.1929752767086029,0,0,,1,0,timestamp
1339,-0.24847042560577393,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1340,-0.2359132319688797,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1341,-0.23641322553157806,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1342,-0.26538538932800293,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1343,-0.8728005290031433,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1344,-0.34325820207595825,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1345,-0.84110426902771,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1346,-1.1799819469451904,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1347,-0.33000949025154114,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1348,-0.8647358417510986,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1349,-0.3740283250808716,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1350,-0.9439430236816406,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1351,-0.4391511082649231,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1352,-0.4443855583667755,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1353,-0.8373705744743347,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1354,-0.9249178171157837,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1355,-0.9016069769859314,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1356,-0.9693813323974609,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1357,-0.7671337723731995,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1358,-0.7547979354858398,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1359,-0.3604733645915985,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1360,-0.10370796918869019,-0.19549217820167542,-0.19549217820167542,1,0,,1,0,timestamp
1361,-0.0664098858833313,-0.19549217820167542,-0.19549217820167542,1,0,,1,0,timestamp
1362,-0.07785053551197052,-0.19549217820167542,-0.19549217820167542,1,0,,1,0,timestamp
1363,-0.08095136284828186,-0.19549217820167542,-0.19549217820167542,1,0,,1,0,timestamp
1364,-0.21785467863082886,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1365,-0.1596277952194214,-0.19549217820167542,-0.19549217820167542,1,0,,1,0,timestamp
1366,-0.1721532642841339,-0.19549217820167542,-0.19549217820167542,1,0,,1,0,timestamp
1367,-0.17689892649650574,-0.19549217820167542,-0.19549217820167542,1,0,,1,0,timestamp
1368,-0.22550977766513824,-0.19549217820167542,-0.19549217820167542,0,0,,1,0,timestamp
1369,-0.18497222661972046,-0.19549217820167542,-0.19549217820167542,1,0,,1,0,timestamp
